run_id,repeat,fold,calibration_crossfit_fold,outer_train_position,y_true,raw_oof_probability,crossfitted_sigmoid_probability
R1_F1,1,1,1,544,0,0.8235887970288877,0.7402463153515971
R1_F1,1,1,1,548,0,0.5356559399315148,0.4480551160483385
R1_F1,1,1,1,561,0,0.4437727963456671,0.36824474409711155
R1_F1,1,1,1,564,1,0.7469077761088743,0.6536766037892826
R1_F1,1,1,1,574,1,0.6635865313349653,0.5679153888161151
R1_F1,1,1,1,578,1,0.7329272589801277,0.6387559598762965
R1_F1,1,1,1,584,0,0.5519673942871447,0.4627033674228641
R1_F1,1,1,1,589,0,0.5244750760688648,0.43810570542418376
R1_F1,1,1,1,594,0,0.0722982684020527,0.06728328059398864
R1_F1,1,1,1,595,0,0.0320749385386868,0.03237777181962973
R1_F1,1,1,1,601,0,0.1187748698971774,0.10554387714463158
R1_F1,1,1,1,610,0,0.0467638441831378,0.045435968705705244
R1_F1,1,1,1,616,0,0.1015415744404254,0.09151281924972261
R1_F1,1,1,1,617,0,0.4219906544836163,0.3499020219502064
R1_F1,1,1,1,619,0,0.6083295523804974,0.5146564408874439
R1_F1,1,1,1,630,0,0.0712314332127083,0.06638605852216198
R1_F1,1,1,1,637,0,0.278711090754184,0.23307913241183953
R1_F1,1,1,1,642,1,0.7976693751672373,0.7099999805353797
R1_F1,1,1,1,648,0,0.3497452609236471,0.29029727013375145
R1_F1,1,1,1,651,0,0.0540480647758414,0.05175841340317517
R1_F1,1,1,1,653,1,0.7128891735250208,0.6177667922755358
R1_F1,1,1,1,654,0,0.1220909186321417,0.10822828974890558
R1_F1,1,1,1,657,0,0.3538703992224369,0.29365647051295946
R1_F1,1,1,1,659,0,0.6552025023117333,0.5596686014231588
R1_F1,1,1,1,663,0,0.6353396453556887,0.5403749807770346
R1_F1,1,1,1,672,1,0.3961309297220086,0.3283646573419756
R1_F1,1,1,1,675,1,0.19303502248711,0.1649609270598141
R1_F1,1,1,1,678,1,0.3551896203645751,0.2947317428620779
R1_F1,1,1,1,683,0,0.1889124834244509,0.16168566146614816
R1_F1,1,1,1,684,0,0.0777479350976646,0.07184965629951244
R1_F1,1,1,1,689,1,0.2483203112744898,0.20886346910981224
R1_F1,1,1,1,692,0,0.3007002091477906,0.2506814381360677
R1_F1,1,1,1,695,0,0.2928336541440486,0.24437482461961255
R1_F1,1,1,1,696,0,0.6589547489609618,0.5633516585215951
R1_F1,1,1,1,701,0,0.9015707826003772,0.8392476624025452
R1_F1,1,1,1,703,1,0.4666845450047503,0.3877572629183662
R1_F1,1,1,1,704,0,0.099519126111707,0.08985608047110462
R1_F1,1,1,1,718,0,0.7037629360722946,0.6083537828534066
R1_F1,1,1,1,723,0,0.1576201071400061,0.13676556091964112
R1_F1,1,1,1,733,1,0.6243224718017708,0.5298150841234911
R1_F1,1,1,1,742,1,0.3801299918120477,0.3151566611114334
R1_F1,1,1,1,749,0,0.093661487113736,0.08504379374609153
R1_F1,1,1,1,752,0,0.1698240012995754,0.14649998382989338
R1_F1,1,1,1,755,0,0.760895630064612,0.6688475491716442
R1_F1,1,1,1,760,0,0.4441932344245636,0.36860072870019883
R1_F1,1,1,1,765,0,0.2966012549427192,0.24739391171352912
R1_F1,1,1,1,766,0,0.141847347329821,0.1241403548623574
R1_F1,1,1,1,770,0,0.0911335110088351,0.08296018561519473
R1_F1,1,1,1,774,0,0.3010098175535891,0.25092988340944605
R1_F1,1,1,1,776,0,0.3760370907752279,0.31179169388975114
R1_F1,1,1,1,779,1,0.7597388117480185,0.6675833453142466
R1_F1,1,1,1,780,1,0.8607368554403125,0.7857135872695945
R1_F1,1,1,1,783,0,0.1583244592465535,0.13732809586784997
R1_F1,1,1,1,784,0,0.2696672929595596,0.22586132439992115
R1_F1,1,1,1,787,1,0.4630147997734639,0.3846160887103049
R1_F1,1,1,1,790,0,0.145462001946057,0.12703890403714704
R1_F1,1,1,1,794,0,0.072998735781468,0.06787177608919093
R1_F1,1,1,1,795,0,0.1557651348059823,0.1352836126559621
R1_F1,1,1,1,797,0,0.149271309130073,0.13008998823515086
R1_F1,1,1,2,2,0,0.4300927716794395,0.3280624269054467
R1_F1,1,1,2,7,1,0.7184879070193051,0.5965738870319721
R1_F1,1,1,2,9,1,0.7612646248443765,0.6442160742916558
R1_F1,1,1,2,17,0,0.0257760247379489,0.022655651017106416
R1_F1,1,1,2,23,0,0.4335797325927037,0.3309180610606057
R1_F1,1,1,2,31,0,0.4334592311852512,0.33081925898219566
R1_F1,1,1,2,45,0,0.2190566179727619,0.16560672254548117
R1_F1,1,1,2,46,1,0.1682185958851585,0.1284632735144673
R1_F1,1,1,2,48,1,0.8068619571767286,0.6983357653976824
R1_F1,1,1,2,49,0,0.0556881343562873,0.0458492575935858
R1_F1,1,1,2,50,1,0.7578497691414094,0.6403087433434277
R1_F1,1,1,2,57,1,0.4847120781841627,0.3736480939960852
R1_F1,1,1,2,61,1,0.0684467415727825,0.05543716942919016
R1_F1,1,1,2,62,0,0.1297354467362694,0.10047064421847574
R1_F1,1,1,2,63,0,0.2907859482803049,0.21894204750170276
R1_F1,1,1,2,64,0,0.0708510843261029,0.05723120678409259
R1_F1,1,1,2,65,1,0.814406591852033,0.7076692163556709
R1_F1,1,1,2,68,1,0.1075293504681264,0.08427237312801425
R1_F1,1,1,2,73,0,0.3782475755885186,0.2863911722080871
R1_F1,1,1,2,75,0,0.2209209385249787,0.1669766717504925
R1_F1,1,1,2,79,1,0.6713062311955489,0.5469875217531576
R1_F1,1,1,2,84,0,0.4069357635153836,0.30927252666399097
R1_F1,1,1,2,87,1,0.3317017920170655,0.2501029460146851
R1_F1,1,1,2,95,0,0.3595376209122768,0.271686997144309
R1_F1,1,1,2,99,0,0.4582185730219279,0.35130251383837446
R1_F1,1,1,2,105,1,0.2401470507453074,0.1811482711324665
R1_F1,1,1,2,107,0,0.1249224630605255,0.0969655577498302
R1_F1,1,1,2,113,0,0.0953875110895279,0.07537398210732181
R1_F1,1,1,2,126,0,0.6366296871881342,0.5122601574898422
R1_F1,1,1,2,135,0,0.5844084147490024,0.46234168524657415
R1_F1,1,1,2,144,0,0.1079139865839998,0.08455366441612075
R1_F1,1,1,2,150,1,0.4823590643928068,0.37164470391091814
R1_F1,1,1,2,152,0,0.0830992273412656,0.06632080662399921
R1_F1,1,1,2,158,0,0.0646250145768521,0.05257784110851115
R1_F1,1,1,2,171,0,0.3525349745608212,0.26622525675393494
R1_F1,1,1,2,186,0,0.0118587323091734,0.011168299386865047
R1_F1,1,1,2,188,1,0.5409889312027997,0.4227459589019375
R1_F1,1,1,2,190,0,0.4520423463321867,0.34615798378824114
R1_F1,1,1,2,193,0,0.4042273354120143,0.307094077440307
R1_F1,1,1,2,195,1,0.1398341675244687,0.10781903415802414
R1_F1,1,1,2,205,0,0.5221041575124107,0.4060071691430571
R1_F1,1,1,2,206,0,0.5656190497009325,0.44500894467196067
R1_F1,1,1,2,209,0,0.041089814246867,0.03469300743431051
R1_F1,1,1,2,213,0,0.0721781657427168,0.0582199314966221
R1_F1,1,1,2,215,0,0.0770375596863282,0.06183191658221228
R1_F1,1,1,2,221,0,0.0573690378304852,0.04711979374000729
R1_F1,1,1,2,238,0,0.1638519243933595,0.12528599249802244
R1_F1,1,1,2,243,1,0.283947318463326,0.21379248368923415
R1_F1,1,1,2,246,0,0.3253992588727089,0.2452612732787923
R1_F1,1,1,2,248,0,0.0596832379620307,0.048865070125525
R1_F1,1,1,2,252,1,0.7544412673231627,0.636427523581708
R1_F1,1,1,2,260,0,0.2021321164449608,0.15319999983175506
R1_F1,1,1,2,278,1,0.6196832466714022,0.4957640819653988
R1_F1,1,1,2,287,0,0.2051347631860413,0.15539746575510457
R1_F1,1,1,2,296,0,0.3907843023229984,0.29633860281963464
R1_F1,1,1,2,300,0,0.1474868851392852,0.11338445200772106
R1_F1,1,1,2,302,0,0.5543983139513864,0.4348040784069435
R1_F1,1,1,2,303,0,0.4777069633878157,0.3676948147425383
R1_F1,1,1,2,304,0,0.1755338049795424,0.13378882729282998
R1_F1,1,1,2,305,0,0.6258072641503944,0.5016910312140495
R1_F1,1,1,2,309,0,0.311680295993833,0.234776426170603
R1_F1,1,1,2,318,1,0.5417396136127229,0.4234171371075395
R1_F1,1,1,2,322,0,0.0071116371903959,0.007013656214231189
R1_F1,1,1,2,323,0,0.2314521314343612,0.17472893924066743
R1_F1,1,1,2,324,0,0.1286870862289716,0.09970736377853723
R1_F1,1,1,2,328,0,0.0858418716619227,0.06834641288349791
R1_F1,1,1,2,332,0,0.1045871279142014,0.0821195717702149
R1_F1,1,1,2,335,0,0.1013859680632834,0.07977494069348481
R1_F1,1,1,2,344,0,0.0640420691953819,0.05214081433609656
R1_F1,1,1,2,345,1,0.450714258443398,0.34505483389300096
R1_F1,1,1,2,347,0,0.4735634837699005,0.364188915571691
R1_F1,1,1,2,358,1,0.7496397837178114,0.6309915862164728
R1_F1,1,1,2,371,1,0.4152127500759626,0.31595442463239515
R1_F1,1,1,2,372,1,0.4141036271839589,0.31505687716641334
R1_F1,1,1,2,377,0,0.042986828221604,0.03615698488343377
R1_F1,1,1,2,380,0,0.4671172420223855,0.35875699915146203
R1_F1,1,1,2,384,0,0.1476991896872008,0.11353883291717459
R1_F1,1,1,2,385,0,0.0753573929123869,0.06058449202765622
R1_F1,1,1,2,389,0,0.2095795727318573,0.15865314434378402
R1_F1,1,1,2,390,1,0.8259093061017738,0.7221272181974179
R1_F1,1,1,2,392,0,0.133330631820723,0.10308748514498674
R1_F1,1,1,2,409,0,0.0590800293773702,0.04841058150638823
R1_F1,1,1,2,415,0,0.0484386311575732,0.04033885728417353
R1_F1,1,1,2,427,1,0.2853576206425348,0.21485318531412276
R1_F1,1,1,2,430,0,0.2037360123056636,0.15437361693903986
R1_F1,1,1,2,431,0,0.1754774588869937,0.13374779054708094
R1_F1,1,1,2,447,0,0.4851175864436369,0.3739937291436964
R1_F1,1,1,2,457,0,0.2262655240230519,0.1709079724060917
R1_F1,1,1,2,465,0,0.2838867082969704,0.21374691283397063
R1_F1,1,1,2,472,1,0.3604467657192448,0.2723977160798258
R1_F1,1,1,2,477,0,0.1608785424713922,0.12312305372382674
R1_F1,1,1,2,487,0,0.4204713491450255,0.3202191597459784
R1_F1,1,1,2,488,0,0.3505665014477495,0.26469388706090957
R1_F1,1,1,2,489,1,0.2009806304182188,0.15235767723302546
R1_F1,1,1,2,494,0,0.2221718030849743,0.16789623342796375
R1_F1,1,1,2,500,0,0.4338298562792004,0.3311231706872504
R1_F1,1,1,2,502,0,0.3077948282363807,0.23181995728790716
R1_F1,1,1,2,505,0,0.4706107213767865,0.3616974124047857
R1_F1,1,1,2,510,0,0.0576368644984635,0.047322007560983384
R1_F1,1,1,2,515,1,0.7912305415274995,0.6793553715922368
R1_F1,1,1,2,527,0,0.5171242081928261,0.40163878448907325
R1_F1,1,1,2,533,1,0.1566730675927755,0.12006441993269217
R1_F1,1,1,2,535,0,0.1191227344413601,0.09273831404715953
R1_F1,1,1,2,552,0,0.1222787658538037,0.09503918560957704
R1_F1,1,1,2,556,1,0.1109792060509268,0.08679420279937125
R1_F1,1,1,2,567,0,0.0306948314102454,0.02657155146978803
R1_F1,1,1,2,580,0,0.4842809781535295,0.3732807682899344
R1_F1,1,1,2,583,0,0.100936211358997,0.07944531348059707
R1_F1,1,1,2,586,0,0.6242193627061922,0.5001505455300774
R1_F1,1,1,2,592,0,0.5991450591161077,0.4761597360907862
R1_F1,1,1,2,593,1,0.7568838172412473,0.6392069252257545
R1_F1,1,1,2,597,0,0.235749661447761,0.1778995200480866
R1_F1,1,1,2,600,1,0.0870083533925386,0.06920699103934698
R1_F1,1,1,2,603,0,0.1232677018017552,0.0957598887545112
R1_F1,1,1,2,607,0,0.1546449862164642,0.11858957118174476
R1_F1,1,1,2,613,0,0.0301945000344405,0.02617569463508631
R1_F1,1,1,2,618,0,0.037989675618182,0.032289533577130096
R1_F1,1,1,2,624,0,0.2628009372965222,0.19796331095740735
R1_F1,1,1,2,625,0,0.4669251016925534,0.35859550659663475
R1_F1,1,1,2,626,0,0.1212735878464963,0.09430651766147628
R1_F1,1,1,2,628,1,0.8031064302562717,0.6937324115427908
R1_F1,1,1,2,629,1,0.796372477828918,0.685547211203953
R1_F1,1,1,2,632,0,0.3439792615489267,0.2595817135122665
R1_F1,1,1,2,633,0,0.2073266513539142,0.15700252816047536
R1_F1,1,1,2,640,0,0.0157649352715075,0.014473060384352733
R1_F1,1,1,2,647,0,0.4835290064130166,0.37264034063220985
R1_F1,1,1,2,649,1,0.7172619949039202,0.5952482394950488
R1_F1,1,1,2,650,0,0.7114247331962114,0.588964621682764
R1_F1,1,1,2,658,0,0.1546849169882513,0.11861860861135053
R1_F1,1,1,2,668,1,0.781569700933426,0.667854107974769
R1_F1,1,1,2,673,0,0.4026149713971513,0.30579907140748486
R1_F1,1,1,2,676,0,0.2798003028821665,0.21067722652620688
R1_F1,1,1,2,682,0,0.5923921466581228,0.46980268110202394
R1_F1,1,1,2,687,0,0.0508441427589807,0.04217319290840833
R1_F1,1,1,2,691,1,0.1620747170660184,0.12399314483518745
R1_F1,1,1,2,697,0,0.0873434802786803,0.0694541329765403
R1_F1,1,1,2,708,1,0.6640425562058511,0.5395998963011036
R1_F1,1,1,2,711,0,0.2743494119016396,0.20659083822466492
R1_F1,1,1,2,714,0,0.6050202189947123,0.48172571932410957
R1_F1,1,1,2,722,0,0.2137137217516523,0.16168441268833073
R1_F1,1,1,2,724,0,0.131883660221588,0.10203439614085832
R1_F1,1,1,2,727,0,0.3188620247796959,0.24025603514816085
R1_F1,1,1,2,735,0,0.4268982255089724,0.3254524254784333
R1_F1,1,1,2,736,1,0.878064051975163,0.7915978911687847
R1_F1,1,1,2,737,0,0.73952685872552,0.6196599207962652
R1_F1,1,1,2,740,0,0.7113836865183315,0.5889206019317027
R1_F1,1,1,2,743,0,0.0848922067254166,0.06764538555441216
R1_F1,1,1,2,744,0,0.5812402827481378,0.45939713202125687
R1_F1,1,1,2,745,1,0.7504870623728346,0.6319481738961122
R1_F1,1,1,2,751,0,0.0825361547027749,0.06590454573766956
R1_F1,1,1,2,753,0,0.0408100552950386,0.034476690608795775
R1_F1,1,1,2,754,0,0.4012232941293654,0.3046824207708512
R1_F1,1,1,2,767,1,0.4610411093342967,0.35366152116453703
R1_F1,1,1,2,768,0,0.0464069111947484,0.03878456937407924
R1_F1,1,1,2,769,0,0.4686415908799281,0.3600390489105007
R1_F1,1,1,2,771,1,0.0721982477452731,0.058234885412716646
R1_F1,1,1,2,777,0,0.3667911713650786,0.2773680189318821
R1_F1,1,1,2,785,1,0.6503765034879779,0.5258657692366926
R1_F1,1,1,2,792,0,0.4568432506401013,0.3501548700032377
R1_F1,1,1,2,798,1,0.6908218573540267,0.5671514706341659
R1_F1,1,1,3,1,1,0.6906556865277068,0.5361907173186222
R1_F1,1,1,3,6,0,0.0445530753491504,0.037062724700729716
R1_F1,1,1,3,16,0,0.1684759459426185,0.12288300868294248
R1_F1,1,1,3,18,0,0.3523151008212051,0.250330092000417
R1_F1,1,1,3,25,0,0.455299727938028,0.32760588051487305
R1_F1,1,1,3,32,0,0.6540952334174581,0.4997347719263567
R1_F1,1,1,3,34,1,0.5508929601324525,0.40571583211004475
R1_F1,1,1,3,37,0,0.2995426097664072,0.212746029980558
R1_F1,1,1,3,42,0,0.2387761329015385,0.17065094404491638
R1_F1,1,1,3,47,0,0.4875949890011961,0.3531982169515395
R1_F1,1,1,3,51,1,0.8630097827679596,0.7421775631780506
R1_F1,1,1,3,60,0,0.6497543286801548,0.49552883499363953
R1_F1,1,1,3,83,0,0.1645606780032894,0.12023375183089238
R1_F1,1,1,3,89,0,0.0563397496970863,0.045649813571137066
R1_F1,1,1,3,90,1,0.3165307854266017,0.22472433948922702
R1_F1,1,1,3,96,1,0.4146768197310265,0.29640326072600076
R1_F1,1,1,3,97,0,0.1846300289878931,0.13381633129743378
R1_F1,1,1,3,100,1,0.8035987267043834,0.6632383098596715
R1_F1,1,1,3,103,0,0.042971931275835,0.03589474528916242
R1_F1,1,1,3,115,0,0.0111452105828925,0.01091913705631761
R1_F1,1,1,3,120,1,0.5056710218919144,0.36785933504697577
R1_F1,1,1,3,124,0,0.2314904797145575,0.16566725329069543
R1_F1,1,1,3,130,0,0.268461741915426,0.19108441049653754
R1_F1,1,1,3,141,1,0.5184961018899862,0.37841872308856056
R1_F1,1,1,3,143,1,0.634000917236989,0.48046894984889027
R1_F1,1,1,3,145,1,0.3504442484501424,0.24897772852454422
R1_F1,1,1,3,153,1,0.5532254952441803,0.40771752455555627
R1_F1,1,1,3,154,1,0.3282012068042226,0.23301670540973146
R1_F1,1,1,3,155,0,0.0468518440831532,0.038753396628519676
R1_F1,1,1,3,157,1,0.631801008613223,0.47839063431451767
R1_F1,1,1,3,161,1,0.5165160144388631,0.37677964560625543
R1_F1,1,1,3,164,0,0.2957124358471447,0.21005966539675963
R1_F1,1,1,3,173,0,0.1855714934460021,0.1344538686120652
R1_F1,1,1,3,175,0,0.7737287401797426,0.6271325523961379
R1_F1,1,1,3,179,1,0.5037198360053208,0.3662644892816132
R1_F1,1,1,3,180,1,0.0930523007703807,0.07150163482362469
R1_F1,1,1,3,182,1,0.4531402739207418,0.3259205610492457
R1_F1,1,1,3,204,0,0.0636704676764132,0.05090270982775068
R1_F1,1,1,3,208,0,0.4006532530201221,0.28586272511168487
R1_F1,1,1,3,212,1,0.5026241750487961,0.3653702505101414
R1_F1,1,1,3,218,0,0.1614677687292626,0.11814079933947969
R1_F1,1,1,3,219,1,0.2095671214072164,0.1507294644448182
R1_F1,1,1,3,223,0,0.3583961169904223,0.25473689955713164
R1_F1,1,1,3,225,0,0.9123785326926068,0.8174644005310989
R1_F1,1,1,3,247,1,0.7011751863322511,0.5470449987797232
R1_F1,1,1,3,257,0,0.0558177857716793,0.045273485513721
R1_F1,1,1,3,259,0,0.1862315915152892,0.13490090457608409
R1_F1,1,1,3,266,0,0.7318176776702657,0.579691402482334
R1_F1,1,1,3,268,0,0.7140515187866511,0.5605708913281382
R1_F1,1,1,3,272,0,0.202711212890136,0.1460730068039145
R1_F1,1,1,3,281,0,0.0560724116238956,0.04545710783702642
R1_F1,1,1,3,286,0,0.4557411368244589,0.3279507585416685
R1_F1,1,1,3,289,0,0.0215445558589164,0.019506837525312834
R1_F1,1,1,3,294,0,0.204684296396602,0.14741249612154814
R1_F1,1,1,3,297,0,0.075589826748019,0.05933376362501677
R1_F1,1,1,3,299,0,0.1671155580335362,0.12196251512143329
R1_F1,1,1,3,301,0,0.2201318981561562,0.15791789805906103
R1_F1,1,1,3,307,0,0.1847039152203747,0.13386636333268687
R1_F1,1,1,3,308,0,0.3219361008664539,0.2285583676020273
R1_F1,1,1,3,310,0,0.7964381596304854,0.6543901705366214
R1_F1,1,1,3,315,1,0.3594255656029375,0.2554846235022017
R1_F1,1,1,3,316,0,0.125701817460158,0.09388440616097928
R1_F1,1,1,3,317,0,0.2944058225147279,0.2091443984343947
R1_F1,1,1,3,319,0,0.3368786660406563,0.23921822603117973
R1_F1,1,1,3,321,1,0.3856297769037744,0.2746913889658912
R1_F1,1,1,3,327,1,0.1985872984157846,0.14327480787679606
R1_F1,1,1,3,329,1,0.6339431475136167,0.480414297094016
R1_F1,1,1,3,336,0,0.0329017374723267,0.028342169336756352
R1_F1,1,1,3,337,0,0.2642862487270084,0.1881965835592513
R1_F1,1,1,3,338,1,0.3491665378535696,0.24805503322372816
R1_F1,1,1,3,340,1,0.7448098519746206,0.5940313242836578
R1_F1,1,1,3,341,0,0.3075285601130361,0.21836373409695647
R1_F1,1,1,3,342,1,0.1078220878732015,0.08167196959759612
R1_F1,1,1,3,350,1,0.519053782473787,0.37888094832984787
R1_F1,1,1,3,354,0,0.2186373458483413,0.1568999274605137
R1_F1,1,1,3,356,0,0.2973964630990176,0.2112401661388619
R1_F1,1,1,3,365,0,0.3334664650059853,0.23677588429623148
R1_F1,1,1,3,369,0,0.4780349030073608,0.3455444188571182
R1_F1,1,1,3,375,1,0.5025097830310947,0.36527694261374366
R1_F1,1,1,3,397,1,0.6661151432727808,0.5115125569364564
R1_F1,1,1,3,398,0,0.4152949526522449,0.2968704663763974
R1_F1,1,1,3,400,1,0.6677412270241967,0.5131210669967144
R1_F1,1,1,3,412,0,0.2080760620107287,0.14971623592640304
R1_F1,1,1,3,413,0,0.28122559128035,0.19994332755422353
R1_F1,1,1,3,422,0,0.3846592105801918,0.2739738183533065
R1_F1,1,1,3,423,0,0.2374536961224035,0.16974552539377089
R1_F1,1,1,3,426,1,0.4222497839966331,0.3021426851338387
R1_F1,1,1,3,428,0,0.1061374525725807,0.08051632074973761
R1_F1,1,1,3,429,1,0.7215777969608604,0.5686042332316217
R1_F1,1,1,3,438,1,0.5655347055412504,0.41836596188175074
