run_id,inner_fold,outer_train_position,y_true,raw_oof_hybrid_probability
R1_F1,2,478,1,0.5932562682396673
R1_F1,2,480,1,0.21221203450871387
R1_F1,2,484,1,0.5529727063050345
R1_F1,2,485,0,0.0955016476835085
R1_F1,2,487,0,0.42047134914502554
R1_F1,2,488,0,0.3505665014477495
R1_F1,2,497,1,0.5551166970690055
R1_F1,2,506,0,0.2093241536156647
R1_F1,2,508,0,0.7077170535832072
R1_F1,2,524,0,0.5206974415343539
R1_F1,2,527,0,0.5171242081928261
R1_F1,2,549,0,0.18073240703471383
R1_F1,2,554,0,0.15359089363976716
R1_F1,2,556,1,0.11097920605092688
R1_F1,2,570,0,0.07299814406788693
R1_F1,2,582,0,0.06905677899677802
R1_F1,2,583,0,0.10093621135899707
R1_F1,2,587,1,0.6140438284120614
R1_F1,2,588,0,0.05129668962630907
R1_F1,2,591,0,0.57421595313577
R1_F1,2,592,0,0.5991450591161077
R1_F1,2,600,1,0.0870083533925386
R1_F1,2,601,0,0.11877486989717741
R1_F1,2,603,0,0.12326770180175521
R1_F1,2,605,0,0.5286303450569304
R1_F1,2,612,1,0.8402014641157344
R1_F1,2,613,0,0.030194500034440585
R1_F1,2,614,0,0.3123194568697114
R1_F1,2,619,0,0.6083295523804974
R1_F1,2,623,1,0.7672947084339988
R1_F1,2,632,0,0.3439792615489267
R1_F1,2,636,0,0.12354163238147232
R1_F1,2,639,0,0.6037711108638132
R1_F1,2,640,0,0.01576493527150754
R1_F1,2,642,1,0.7976693751672373
R1_F1,2,643,0,0.151362183897757
R1_F1,2,652,0,0.8956983909790832
R1_F1,2,654,0,0.12209091863214179
R1_F1,2,658,0,0.15468491698825132
R1_F1,2,670,0,0.25926511346302167
R1_F1,2,673,0,0.40261497139715136
R1_F1,2,675,1,0.19303502248711005
R1_F1,2,680,0,0.05744548621103651
R1_F1,2,682,0,0.5923921466581228
R1_F1,2,685,0,0.0758231837705906
R1_F1,2,687,0,0.05084414275898075
R1_F1,2,690,1,0.6369640690874433
R1_F1,2,691,1,0.16207471706601842
R1_F1,2,697,0,0.08734348027868039
R1_F1,2,722,0,0.21371372175165235
R1_F1,2,727,0,0.3188620247796959
R1_F1,2,734,0,0.27709404991447883
R1_F1,2,742,1,0.38012999181204776
R1_F1,2,743,0,0.0848922067254166
R1_F1,2,747,0,0.32027905521158917
R1_F1,2,757,0,0.08460220040111911
R1_F1,2,764,0,0.3374931122067053
R1_F1,2,770,0,0.09113351100883517
R1_F1,2,777,0,0.36679117136507866
R1_F1,2,788,0,0.20477474717778266
R1_F1,2,792,0,0.4568432506401013
R1_F1,2,795,0,0.1557651348059823
R1_F1,2,798,1,0.6908218573540267
R1_F1,3,3,1,0.6968596261161643
R1_F1,3,14,0,0.0915594314681234
R1_F1,3,19,0,0.26991900031401056
R1_F1,3,24,0,0.5214487073248225
R1_F1,3,26,0,0.5167185887207293
R1_F1,3,27,1,0.7102934025948896
R1_F1,3,28,0,0.6121926835543628
R1_F1,3,29,1,0.46336528631111645
R1_F1,3,36,0,0.10191902219838007
R1_F1,3,44,1,0.6298319395207433
R1_F1,3,59,0,0.18871136729837645
R1_F1,3,73,0,0.3782475755885186
R1_F1,3,93,0,0.08238675947843065
R1_F1,3,96,1,0.4146768197310265
R1_F1,3,101,0,0.5298121573371041
R1_F1,3,103,0,0.04297193127583507
R1_F1,3,111,0,0.292997938183335
R1_F1,3,119,0,0.4935443267528034
R1_F1,3,143,1,0.634000917236989
R1_F1,3,148,0,0.603194081094905
R1_F1,3,152,0,0.08309922734126561
R1_F1,3,154,1,0.3282012068042226
R1_F1,3,156,1,0.6807918841996226
R1_F1,3,157,1,0.631801008613223
R1_F1,3,159,0,0.7343267342085366
R1_F1,3,165,0,0.7611515956423084
R1_F1,3,167,1,0.4492256391676575
R1_F1,3,169,0,0.11287835481032216
R1_F1,3,171,0,0.3525349745608212
R1_F1,3,183,0,0.17688056030585622
R1_F1,3,185,0,0.47774058549305276
R1_F1,3,188,1,0.5409889312027997
R1_F1,3,196,0,0.2114082079948522
R1_F1,3,201,0,0.19470681548806193
R1_F1,3,210,1,0.23917773425245434
R1_F1,3,215,0,0.07703755968632826
R1_F1,3,220,0,0.277275650496125
R1_F1,3,235,1,0.7610661784448793
R1_F1,3,238,0,0.16385192439335958
R1_F1,3,241,1,0.4947103764170461
R1_F1,3,244,0,0.6273724749268897
R1_F1,3,249,0,0.591177095149716
R1_F1,3,258,0,0.42013385372442974
R1_F1,3,259,0,0.18623159151528926
R1_F1,3,265,0,0.5455790753082241
R1_F1,3,276,0,0.29995074015482154
R1_F1,3,283,1,0.6883328709588711
R1_F1,3,284,0,0.6302336773820444
R1_F1,3,291,0,0.26615240695624
R1_F1,3,295,0,0.3826692020866344
R1_F1,3,297,0,0.07558982674801902
R1_F1,3,301,0,0.22013189815615627
R1_F1,3,303,0,0.4777069633878157
R1_F1,3,307,0,0.18470391522037474
R1_F1,3,319,0,0.33687866604065636
R1_F1,3,326,0,0.596928000392516
R1_F1,3,333,0,0.2403497433488855
R1_F1,3,336,0,0.032901737472326734
R1_F1,3,337,0,0.26428624872700845
R1_F1,3,340,1,0.7448098519746206
R1_F1,3,341,0,0.30752856011303614
R1_F1,3,342,1,0.10782208787320151
R1_F1,3,343,0,0.22729220800849778
R1_F1,3,354,0,0.21863734584834135
R1_F1,3,361,0,0.6360625321878923
R1_F1,3,368,0,0.30308427590078757
R1_F1,3,387,0,0.23434301776717206
R1_F1,3,394,1,0.8010514726792431
R1_F1,3,398,0,0.4152949526522449
R1_F1,3,399,0,0.16694771670928113
R1_F1,3,409,0,0.05908002937737025
R1_F1,3,411,0,0.06255942658439001
R1_F1,3,413,0,0.28122559128035
R1_F1,3,417,0,0.5451124253134177
R1_F1,3,420,0,0.17896811867496099
R1_F1,3,423,0,0.23745369612240355
R1_F1,3,424,0,0.5623064712086212
R1_F1,3,425,0,0.23942837103449688
R1_F1,3,429,1,0.7215777969608604
R1_F1,3,435,0,0.2583273850311116
R1_F1,3,456,0,0.19628940266903747
R1_F1,3,461,0,0.3640150263571758
R1_F1,3,465,0,0.2838867082969704
R1_F1,3,466,0,0.6239946577043689
R1_F1,3,468,1,0.1636963010256072
R1_F1,3,470,0,0.4227131709112555
R1_F1,3,475,1,0.27625557531003153
R1_F1,3,479,1,0.7942744422010927
R1_F1,3,482,0,0.5343907292550567
R1_F1,3,491,0,0.5184772947827919
R1_F1,3,493,0,0.2664554556516359
R1_F1,3,494,0,0.22217180308497433
R1_F1,3,503,1,0.7591067202007921
R1_F1,3,512,0,0.784186130159546
R1_F1,3,514,1,0.566445173852631
R1_F1,3,516,1,0.3534079907087658
R1_F1,3,525,0,0.4619914225807979
R1_F1,3,528,0,0.5559579301825196
R1_F1,3,529,0,0.4344458738320253
R1_F1,3,530,1,0.4496139224002244
R1_F1,3,532,0,0.4144195761916321
R1_F1,3,535,0,0.11912273444136016
R1_F1,3,536,0,0.6660116616207312
R1_F1,3,541,0,0.25539580039582405
R1_F1,3,543,0,0.14574197582097756
R1_F1,3,552,0,0.12227876585380372
R1_F1,3,555,0,0.45964582005537485
R1_F1,3,558,0,0.4992787497830648
R1_F1,3,559,0,0.7078670185606105
R1_F1,3,565,0,0.04208519361068933
R1_F1,3,575,0,0.4677513857403068
R1_F1,3,578,1,0.7329272589801277
R1_F1,3,580,0,0.48428097815352955
R1_F1,3,581,1,0.6721493070267135
R1_F1,3,596,0,0.5019551025067809
R1_F1,3,606,1,0.30195513526801704
R1_F1,3,607,0,0.1546449862164642
R1_F1,3,608,0,0.5189165138792798
R1_F1,3,611,0,0.16377171771517193
R1_F1,3,615,0,0.2771733855547684
R1_F1,3,616,0,0.10154157444042544
R1_F1,3,622,0,0.46206403729588913
R1_F1,3,624,0,0.26280093729652226
R1_F1,3,625,0,0.46692510169255347
R1_F1,3,627,0,0.02177121850767222
R1_F1,3,646,1,0.6458183908856879
R1_F1,3,647,0,0.48352900641301666
R1_F1,3,648,0,0.3497452609236471
R1_F1,3,649,1,0.7172619949039202
R1_F1,3,660,1,0.6522151752951376
R1_F1,3,663,0,0.6353396453556887
R1_F1,3,668,1,0.781569700933426
R1_F1,3,672,1,0.3961309297220086
R1_F1,3,679,0,0.009142863534342157
R1_F1,3,686,1,0.4471144846805835
R1_F1,3,692,0,0.30070020914779066
R1_F1,3,694,0,0.23547533186201433
R1_F1,3,705,0,0.3522098885843418
R1_F1,3,706,0,0.16560763696940306
R1_F1,3,718,0,0.7037629360722946
R1_F1,3,719,0,0.17925373840316397
R1_F1,3,720,1,0.3778332680817968
R1_F1,3,724,0,0.13188366022158807
R1_F1,3,729,0,0.10000686597550591
R1_F1,3,738,1,0.6321352766046511
R1_F1,3,741,0,0.5641746899302625
R1_F1,3,744,0,0.5812402827481378
R1_F1,3,746,1,0.5127350578747799
R1_F1,3,748,1,0.8656402716873725
R1_F1,3,749,0,0.09366148711373608
R1_F1,3,751,0,0.08253615470277495
R1_F1,3,753,0,0.040810055295038665
R1_F1,3,755,0,0.760895630064612
R1_F1,3,759,1,0.05308771703045464
R1_F1,3,761,1,0.5851675581124467
R1_F1,3,767,1,0.46104110933429676
R1_F1,3,778,0,0.32117573574686936
R1_F1,3,785,1,0.6503765034879779
R1_F1,3,787,1,0.4630147997734639
R1_F1,3,789,0,0.823353437931242
R1_F1,4,2,0,0.43009277167943955
R1_F1,4,4,0,0.1314959593088484
R1_F1,4,5,0,0.4520952184539448
R1_F1,4,6,0,0.044553075349150435
R1_F1,4,7,1,0.7184879070193051
R1_F1,4,8,1,0.7585437224535571
R1_F1,4,10,0,0.7327639349644764
R1_F1,4,12,0,0.05322287870912203
R1_F1,4,13,1,0.7305741838367615
R1_F1,4,15,0,0.142847420528017
R1_F1,4,18,0,0.3523151008212051
R1_F1,4,21,0,0.09879027041569984
R1_F1,4,25,0,0.455299727938028
R1_F1,4,34,1,0.5508929601324525
R1_F1,4,41,0,0.16991459963738084
R1_F1,4,42,0,0.23877613290153854
R1_F1,4,43,0,0.05169039000706685
R1_F1,4,45,0,0.2190566179727619
R1_F1,4,46,1,0.1682185958851585
R1_F1,4,48,1,0.8068619571767286
R1_F1,4,49,0,0.05568813435628737
R1_F1,4,56,0,0.502917681595372
R1_F1,4,63,0,0.29078594828030496
R1_F1,4,65,1,0.814406591852033
R1_F1,4,67,0,0.13838643834753614
R1_F1,4,83,0,0.1645606780032894
R1_F1,4,84,0,0.40693576351538363
R1_F1,4,89,0,0.05633974969708639
R1_F1,4,92,0,0.24835058030976734
R1_F1,4,95,0,0.35953762091227687
R1_F1,4,104,0,0.12764861987834084
R1_F1,4,106,0,0.12669819020144601
R1_F1,4,108,0,0.7331294959153191
R1_F1,4,113,0,0.09538751108952799
R1_F1,4,118,0,0.21195018571063748
R1_F1,4,122,0,0.5237588331787771
R1_F1,4,136,0,0.13439698245094664
R1_F1,4,139,1,0.6049832326080072
R1_F1,4,145,1,0.35044424845014244
R1_F1,4,153,1,0.5532254952441803
R1_F1,4,162,0,0.6860138211396706
R1_F1,4,168,0,0.04795839979585029
R1_F1,4,177,0,0.13716929766791972
R1_F1,4,178,0,0.6113040669087663
R1_F1,4,199,0,0.14329151326455838
R1_F1,4,204,0,0.06367046767641325
R1_F1,4,217,1,0.7682717440429769
R1_F1,4,228,0,0.14852654226855388
R1_F1,4,243,1,0.28394731846332605
R1_F1,4,245,0,0.476378372324763
R1_F1,4,248,0,0.05968323796203077
R1_F1,4,255,0,0.18692653245178778
R1_F1,4,256,0,0.0558490312956989
R1_F1,4,262,1,0.5714477249237447
R1_F1,4,263,1,0.8137917326099444
R1_F1,4,264,1,0.2651203696698134
R1_F1,4,266,0,0.7318176776702657
R1_F1,4,277,1,0.21875788408362676
R1_F1,4,281,0,0.05607241162389564
R1_F1,4,287,0,0.2051347631860413
R1_F1,4,292,0,0.17939134555480782
R1_F1,4,294,0,0.20468429639660202
R1_F1,4,311,0,0.20314246240285372
R1_F1,4,314,0,0.6491641297056646
R1_F1,4,329,1,0.6339431475136167
R1_F1,4,338,1,0.3491665378535696
R1_F1,4,344,0,0.06404206919538191
R1_F1,4,345,1,0.450714258443398
R1_F1,4,349,1,0.37391792691726744
R1_F1,4,352,0,0.07920748548168054
R1_F1,4,357,0,0.06269701436571873
R1_F1,4,362,0,0.4370546447212309
R1_F1,4,363,0,0.23122601205068508
R1_F1,4,372,1,0.4141036271839589
R1_F1,4,373,1,0.6537343784648102
R1_F1,4,378,0,0.3812055583756247
R1_F1,4,380,0,0.4671172420223855
R1_F1,4,386,0,0.12000951385719123
R1_F1,4,388,0,0.061612829555007985
R1_F1,4,389,0,0.20957957273185737
R1_F1,4,396,0,0.2444745413536882
R1_F1,4,406,0,0.244239386879578
R1_F1,4,410,1,0.4690605009494138
R1_F1,4,412,0,0.2080760620107287
R1_F1,4,414,0,0.3910426480799074
R1_F1,4,430,0,0.2037360123056636
R1_F1,4,436,1,0.20568171953651157
R1_F1,4,437,0,0.5501976046810682
R1_F1,4,447,0,0.48511758644363695
R1_F1,4,451,0,0.1473759801459202
R1_F1,4,457,0,0.2262655240230519
R1_F1,4,460,0,0.36392051231367506
R1_F1,4,471,1,0.709596179917484
R1_F1,4,473,1,0.6500689129493735
R1_F1,4,474,1,0.47416671221324114
R1_F1,4,486,1,0.6341517049562008
R1_F1,4,490,0,0.5950527696522091
R1_F1,4,492,0,0.25418147269559715
R1_F1,4,496,0,0.7226164483439685
R1_F1,4,498,0,0.07222703973856075
R1_F1,4,500,0,0.4338298562792004
R1_F1,4,502,0,0.3077948282363807
R1_F1,4,507,1,0.7381300614051409
R1_F1,4,513,1,0.18861869944983298
R1_F1,4,517,1,0.6990390367365503
R1_F1,4,518,1,0.4455888187213124
R1_F1,4,520,0,0.42183557327611193
R1_F1,4,522,0,0.2959233966257624
R1_F1,4,537,0,0.19696644682804018
R1_F1,4,538,0,0.14080783811183403
R1_F1,4,545,0,0.2648918328920768
R1_F1,4,546,0,0.28997537687805885
R1_F1,4,547,0,0.43666555804488016
R1_F1,4,553,0,0.09481200116534323
R1_F1,4,562,0,0.26533799631946103
R1_F1,4,566,0,0.37506140420838013
R1_F1,4,571,0,0.3779507935455147
R1_F1,4,577,0,0.06967304803403007
R1_F1,4,579,1,0.8308410394159788
R1_F1,4,584,0,0.5519673942871447
R1_F1,4,590,0,0.6857599949867262
R1_F1,4,599,0,0.02984175498066909
R1_F1,4,602,1,0.5601434464965449
R1_F1,4,609,1,0.6119366711612299
R1_F1,4,620,1,0.12999497670613952
R1_F1,4,621,0,0.05881830380446437
R1_F1,4,626,0,0.12127358784649639
R1_F1,4,628,1,0.8031064302562717
R1_F1,4,633,0,0.20732665135391426
R1_F1,4,637,0,0.278711090754184
R1_F1,4,645,0,0.6675555700992128
R1_F1,4,650,0,0.7114247331962114
R1_F1,4,666,0,0.2247497414535349
R1_F1,4,667,1,0.23506985078294088
R1_F1,4,669,0,0.319687248091784
R1_F1,4,677,1,0.5584472681669563
R1_F1,4,688,0,0.05663702910796789
R1_F1,4,689,1,0.2483203112744898
R1_F1,4,702,0,0.2575311404184731
R1_F1,4,707,0,0.09101777164771259
R1_F1,4,708,1,0.6640425562058511
R1_F1,4,711,0,0.2743494119016396
R1_F1,4,714,0,0.6050202189947123
R1_F1,4,715,0,0.26947519763000644
R1_F1,4,716,0,0.1358133515272382
R1_F1,4,721,1,0.6383674069661521
R1_F1,4,726,0,0.16317653920988381
R1_F1,4,730,0,0.0849325687546167
R1_F1,4,735,0,0.42689822550897244
R1_F1,4,750,0,0.1512940222153318
R1_F1,4,754,0,0.40122329412936547
R1_F1,4,756,1,0.6051299050854828
R1_F1,4,762,1,0.6385579289492568
R1_F1,4,763,0,0.5423211632345812
R1_F1,4,769,0,0.4686415908799281
R1_F1,4,774,0,0.3010098175535891
R1_F1,4,781,0,0.20077685433707662
R1_F1,4,786,1,0.3618861604258053
R1_F1,4,793,0,0.47180870141807957
R1_F1,4,797,0,0.14927130913007305
R1_F1,5,1,1,0.6906556865277068
R1_F1,5,20,0,0.3714265241131876
R1_F1,5,30,0,0.3178898430816362
R1_F1,5,31,0,0.43345923118525126
R1_F1,5,35,0,0.11367557032116488
R1_F1,5,37,0,0.29954260976640723
R1_F1,5,39,0,0.29167175014053986
R1_F1,5,40,0,0.3677883152164902
R1_F1,5,47,0,0.4875949890011961
R1_F1,5,52,0,0.2828343242187207
R1_F1,5,60,0,0.6497543286801548
R1_F1,5,61,1,0.06844674157278251
R1_F1,5,64,0,0.07085108432610299
R1_F1,5,66,0,0.052015259585729355
R1_F1,5,74,0,0.25278814892320567
R1_F1,5,76,0,0.5756211491988419
R1_F1,5,77,0,0.18610348714871672
R1_F1,5,85,0,0.6906339855278247
R1_F1,5,97,0,0.18463002898789313
R1_F1,5,99,0,0.4582185730219279
R1_F1,5,112,0,0.5814442283306599
R1_F1,5,114,0,0.4031538589097412
R1_F1,5,116,0,0.24154818392756047
R1_F1,5,117,0,0.40521367788074975
R1_F1,5,129,0,0.24440122421653818
